Timestamp,Friendly Name,Device Path,Colors,Capacity,Vendor,Model,Serial Number,Read Speed,Write Speed,Partition List,Description
2026-08-14 18:35:45,cctv usb stick,/dev/sdb,Black/Silver,114.6G,SanDisk,Ultra 3.2,000031090,59.4 MB/s,59.2 MB/s,sdb1: 512M (vfat/bootfs); sdb2: 114.1G (ext4/rootfs),"Raspberry Pi OS Debian 12 (Bookworm) HomeServer installation stick (contains Shinobi CCTV NVR, wyoming-satellite, VSCode Server)."
